uniprot_id,data_split
P40424,train/val
P22894,train/val
P45452,train/val
P28161,train/val
P0DB42,train/val
P11835,train/val
O08590,train/val
O70423,train/val
P32248,train/val
Q13233,train/val
O94766,train/val
P16083,train/val
A4ZYU9,train/val
A5A4K8,train/val
A5H8A5,train/val
Q63470,train/val
Q13627,train/val
Q61214,train/val
Q63844,train/val
P27361,train/val
P21708,train/val
Q64514,train/val
Q64560,train/val
P29144,train/val
P04608,train/val
P04326,train/val
P43057,train/val
Q03405,train/val
Q873X9,train/val
P54710,train/val
O60658,train/val
O43497,train/val
P03897,train/val
Q16816,train/val
P02067,train/val
P02089,train/val
Q6QCL9,train/val
P09250,train/val
P0C0E6,train/val
Q9BRK5,train/val
Q9HAZ2,train/val
Q9NVD3,train/val
Q9Z258,train/val
Q5JUK3,train/val
Q6ZPR4,train/val
P52823,train/val
O55183,train/val
P54821,train/val
P58871,train/val
O94826,train/val
A0FGR8,train/val
Q9NXE4,train/val
P31949,train/val
Q92685,train/val
P19013,train/val
O95674,train/val
Q8IXI1,train/val
Q13151,train/val
P50995,train/val
Q9NX61,train/val
Q1MSJ5,train/val
Q8NEW0,train/val
Q8TEQ8,train/val
Q14203,train/val
O08788,train/val
Q9NSI8,train/val
Q5JTV8,train/val
P61758,train/val
Q9Y3A5,train/val
Q8N1S5,train/val
Q9Y5V3,train/val
Q9GZV8,train/val
P13473,train/val
Q5VY80,train/val
Q9JPP1,train/val
O95243,train/val
Q969S2,train/val
Q53HV7,train/val
P59328,train/val
P60520,train/val
P62070,train/val
P63166,train/val
P63165,train/val
P78310,train/val
P97310,train/val
P49736,train/val
P97801,train/val
Q00993,train/val
Q04692,train/val
Q05D44,train/val
O60841,train/val
P40227,train/val
Q6ZR08,train/val
Q9Y6G9,train/val
Q9NX55,train/val
O00233,train/val
Q8WUY1,train/val
Q6Q2J0,train/val
P13073,train/val
Q16352,train/val
Q96F07,train/val
O00161,train/val
Q96IU4,train/val
P16402,train/val
P09543,train/val
Q9BV40,train/val
Q04837,train/val
Q9NUJ1,train/val
Q14C86,train/val
Q8IZW8,train/val
Q09326,train/val
Q921V5,train/val
Q12770,train/val
Q13191,train/val
Q2TV84,train/val
Q3TIR3,train/val
H7BWW2,train/val
Q13838,train/val
P30566,train/val
Q9NUV7,train/val
O00567,train/val
P06454,train/val
Q9Y3E0,train/val
Q9H0D6,train/val
P37802,train/val
Q8NA31,train/val
Q3TX08,train/val
Q3UJB0,train/val
Q13435,train/val
Q3UJB9,train/val
Q3UPL0,train/val
Q5GIG6,train/val
Q7TQP6,train/val
Q59H18,train/val
Q9NX24,train/val
Q9Y314,train/val
Q9H649,train/val
Q96HR8,train/val
Q9UBB6,train/val
Q13330,train/val
Q8WVV9,train/val
Q86YZ3,train/val
Q9NZL4,train/val
P52294,train/val
O60684,train/val
Q6PI98,train/val
Q60805,train/val
Q61029,train/val
P42167,train/val
P42166,train/val
Q61484,train/val
Q61595,train/val
Q61687,train/val
Q62188,train/val
Q14195,train/val
Q62386,train/val
Q68FE2,train/val
Q9ULG1,train/val
Q75QN2,train/val
Q9UL03,train/val
Q96FZ2,train/val
Q9NRZ9,train/val
P51610,train/val
Q61191,train/val
P0C0S5,train/val
Q96A08,train/val
P16403,train/val
Q9Y3E1,train/val
Q9BW71,train/val
Q62447,train/val
P24863,train/val
D3ZAC0,train/val
Q9JMH3,train/val
O35305,train/val
P48995,train/val
Q6A065,train/val
Q6PDH0,train/val
Q86UU1,train/val
Q6PGL7,train/val
Q6ZQ58,train/val
Q6PKG0,train/val
Q7L5A8,train/val
Q86XK2,train/val
P54198,train/val
Q8IUE6,train/val
P20671,train/val
P51858,train/val
P17096,train/val
Q6UN15,train/val
Q96H79,train/val
Q8NI27,train/val
P14854,train/val
Q9NQT4,train/val
Q9NPE3,train/val
Q9BXW7,train/val
Q96PK6,train/val
P17809,train/val
P11166,train/val
P11167,train/val
O14776,train/val
Q9UBB9,train/val
Q9BRJ7,train/val
P26368,train/val
O43670,train/val
O43847,train/val
P55160,train/val
P14866,train/val
P83093,train/val
Q9P246,train/val
Q9NR80,train/val
Q9R0T8,train/val
P57790,train/val
Q14145,train/val
Q9Z2X8,train/val
P49917,train/val
Q13426,train/val
Q91VN0,train/val
O75197,train/val
Q9NPQ8,train/val
Q8BH64,train/val
Q8BVF2,train/val
Q8BWM0,train/val
Q8CB77,train/val
Q8CCP0,train/val
Q8CIB5,train/val
Q96AC1,train/val
Q8CIG3,train/val
Q8IXL6,train/val
Q8IZK6,train/val
Q6P1A2,train/val
P40222,train/val
Q99547,train/val
P37837,train/val
P29084,train/val
Q14657,train/val
Q15043,train/val
Q9UKD2,train/val
Q13098,train/val
P20962,train/val
P54278,train/val
Q14232,train/val
P55884,train/val
Q68CP9,train/val
Q96CP6,train/val
Q92974,train/val
Q9NYW4,train/val
Q9NYW6,train/val
Q9NYW7,train/val
Q9NZM1,train/val
Q13635,train/val
Q13686,train/val
Q1RMZ1,train/val
Q3KNA1,train/val
Q3UHJ0,train/val
Q2M2I8,train/val
Q5H943,train/val
Q5W0Z9,train/val
Q60670,train/val
Q60766,train/val
Q62172,train/val
Q9UKP4,train/val
O15234,train/val
P13987,train/val
Q8WXX5,train/val
Q99615,train/val
Q9NPF5,train/val
P30046,train/val
Q08554,train/val
O60832,train/val
P55199,train/val
P60981,train/val
Q4AE59,train/val
Q4G0J3,train/val
Q4G176,train/val
Q50EL0,train/val
Q53I60,train/val
Q53I59,train/val
Q55664,train/val
Q56A73,train/val
Q9NZN5,train/val
Q9P296,train/val
Q9QX05,train/val
Q9R053,train/val
Q9R155,train/val
Q62448,train/val
P78344,train/val
Q62622,train/val
Q13541,train/val
Q64244,train/val
Q6NS38,train/val
Q6PCT2,train/val
Q6TCH4,train/val
Q6UWP7,train/val
Q6VV64,train/val
Q71SY5,train/val
Q7LFL8,train/val
Q7Z4S6,train/val
Q9J3M8,train/val
Q9UKN8,train/val
Q9Y2X0,train/val
Q9NV88,train/val
Q96CN7,train/val
Q9BUJ2,train/val
Q14152,train/val
Q9H9F9,train/val
Q5DTT2,train/val
A5PKW4,train/val
Q5DTY9,train/val
Q68DU8,train/val
Q5EB52,train/val
Q5JUX0,train/val
Q5MAI5,train/val
Q5SK48,train/val
Q5VU57,train/val
Q5VWG9,train/val
Q5VWQ8,train/val
Q8IJR9,train/val
Q9UEF7,train/val
Q9UF12,train/val
Q9UH17,train/val
Q9UHH9,train/val
Q80V72,train/val
Q9UKJ3,train/val
Q9UKL6,train/val
Q9ULV1,train/val
Q9ULW2,train/val
Q9UM11,train/val
Q7Z739,train/val
Q8I0P1,train/val
Q8IVV7,train/val
Q8IYW5,train/val
Q8K3Z0,train/val
Q8R104,train/val
Q8TEA1,train/val
Q8WVB3,train/val
Q8WYN0,train/val
Q91820,train/val
Q91819,train/val
Q91VM4,train/val
Q8IVW8,train/val
Q2M2H8,train/val
P10646,train/val
P0C8L0,train/val
P08100,train/val
P02699,train/val
Q62967,train/val
Q04864,train/val
Q9C0Y4,train/val
Q60855,train/val
O70436,train/val
Q15796,train/val
Q62432,train/val
P48735,train/val
P54071,train/val
P79293,train/val
P12883,train/val
P13533,train/val
Q5PU49,train/val
Q05655,train/val
A0A8I3PU21,train/val
Q9WU38,train/val
Q13423,train/val
Q5VW32,train/val
A6NDG6,train/val
Q5T0W9,train/val
Q96GC9,train/val
Q8TDN6,train/val
P07954,train/val
P10173,train/val
O43865,train/val
O60711,train/val
Q7Z2K6,train/val
Q01085,train/val
Q9HCC0,train/val
Q99805,train/val
Q9Y3I0,train/val
Q9BYD2,train/val
Q9Y3T9,train/val
Q9HAW4,train/val
Q99426,train/val
Q9UI10,train/val
Q8WYA6,train/val
Q86UD5,train/val
Q64378,train/val
Q15652,train/val
P17599,train/val
Q9BV57,train/val
Q92947,train/val
Q9UFN0,train/val
Q6NVY1,train/val
P01570,train/val
Q9UHI7,train/val
Q8WY07,train/val
P48029,train/val
P28570,train/val
Q9WU39,train/val
Q9D219,train/val
O00512,train/val
P51816,train/val
O43707,train/val
Q9UKV3,train/val
Q9NRW3,train/val
Q08334,train/val
Q66K64,train/val
D3YZP9,train/val
Q16204,train/val
P62068,train/val
Q8TBZ3,train/val
O75317,train/val
P20827,train/val
Q6R6I7,train/val
Q6R6I6,train/val
Q91ZZ5,train/val
Q9JKT4,train/val
P22449,train/val
P41235,train/val
P63251,train/val
P48549,train/val
P48548,train/val
P48544,train/val
Q99N57,train/val
P04049,train/val
Q14249,train/val
Q61241,train/val
P9WJF1,train/val
Q99KR7,train/val
A4QPH2,train/val
A5D7B7,train/val
Q12884,train/val
Q9WTK7,train/val
D4AE59,train/val
Q2SWT6,train/val
Q2T1B6,train/val
Q3UQU0,train/val
Q9H8M2,train/val
O88665,train/val
Q9Z0W0,train/val
G3V783,train/val
P58801,train/val
P08987,train/val
P49331,train/val
Q96AD5,train/val
P35747,train/val
Q9NYB0,train/val
O15055,train/val
Q9D0R2,train/val
P26639,train/val
Q91VC3,train/val
P38919,train/val
Q9XSJ7,train/val
P02452,train/val
Q8TCD5,train/val
Q9NPB1,train/val
P00551,train/val
P67778,train/val
P35232,train/val
Q62167,train/val
O00571,train/val
Q76JV1,train/val
O14842,train/val
F1RM69,train/val
Q6J4K2,train/val
O02663,train/val
O08967,train/val
O43739,train/val
P97696,train/val
Q9HB21,train/val
P04631,train/val
P04271,train/val
P31943,train/val
P55795,train/val
O76031,train/val
P56545,train/val
A5H660,train/val
Q62857,train/val
P35639,train/val
A0R607,train/val
Q2XVA1,train/val
P05093,train/val
Q8R4B8,train/val
Q96RD7,train/val
Q9GT49,train/val
P15884,train/val
P55200,train/val
Q03164,train/val
Q8NHM5,train/val
Q14781,train/val
O95503,train/val
Q8WUW1,train/val
Q9UNN5,train/val
Q8R116,train/val
Q9GU47,train/val
Q13536,train/val
Q13616,train/val
P63208,train/val
P46527,train/val
Q62668,train/val
P97689,train/val
Q8VHL0,train/val
P00691,train/val
A8Q2D1,train/val
A0A0C5PRQ1,train/val
Q62165,train/val
Q14118,train/val
O75844,train/val
Q80W54,train/val
P56677,train/val
O88572,train/val
O75581,train/val
Q8Z5I4,train/val
Q9ULV5,train/val
H0VIT6,train/val
P27732,train/val
Q01668,train/val
Q99246,train/val
H0W4W8,train/val
P87066,train/val
P10875,train/val
O93807,train/val
P9WH11,train/val
P9WH10,train/val
P52477,train/val
P59665,train/val
P03430,train/val
P03431,train/val
Q01543,train/val
P52002,train/val
P0DMV9,train/val
P0DMV8,train/val
Q51487,train/val
Q9ZNG9,train/val
P70340,train/val
P97454,train/val
Q9JIW5,train/val
P03359,train/val
O95336,train/val
Q9GZS3,train/val
P62316,train/val
Q8IXB1,train/val
P61965,train/val
P61964,train/val
Q9Y6M1,train/val
P97864,train/val
Q86UU0,train/val
P07225,train/val
O60826,train/val
O43427,train/val
Q9NZ43,train/val
A1L0T0,train/val
A2RRP1,train/val
G3V6S8,train/val
Q13247,train/val
Q8BH61,train/val
Q13794,train/val
Q99732,train/val
P03406,train/val
P9WPC5,train/val
P9WPC3,train/val
P09385,train/val
P09386,train/val
A0A1U8CD06,train/val
Q7TQN8,train/val
Q7TQP3,train/val
Q92925,train/val
P49848,train/val
P05161,train/val
Q96C19,train/val
Q7L2H7,train/val
Q9H981,train/val
O95218,train/val
Q9H7D7,train/val
Q9NY72,train/val
D3ZGQ2,train/val
Q9R088,train/val
Q62868,train/val
O75116,train/val
P30291,train/val
O15552,train/val
P07659,train/val
P0A9J4,train/val
P10378,train/val
P56218,train/val
P03962,train/val
Q6UW60,train/val
P06757,train/val
Q9UKR3,train/val
P21932,train/val
O60266,train/val
Q8VHH7,train/val
P02787,train/val
P51828,train/val
Q9Y237,train/val
Q9UK32,train/val
P00568,train/val
P39069,train/val
P00569,train/val
P27144,train/val
Q9WUS0,train/val
P02743,train/val
P49863,train/val
Q15125,train/val
P08689,train/val
O15217,train/val
P52788,train/val
Q91WA3,train/val
Q96DB2,train/val
P32241,train/val
Q8TCU5,train/val
A2AIR5,train/val
Q9R1M7,train/val
P0A2Y6,train/val
Q13733,train/val
O00541,train/val
Q9Y5B6,train/val
Q68DK7,train/val
Q14980,train/val
Q9BVI4,train/val
Q96SB3,train/val
P70303,train/val
Q9NRF8,train/val
Q5U2N0,train/val
A2V9Z4,train/val
P02768,train/val
P54792,train/val
P05050,train/val
P01015,train/val
P62491,train/val
P62493,train/val
P12260,train/val
O05461,train/val
P47863,train/val
P55087,train/val
P55088,train/val
Q46822,train/val
Q9Y3B7,train/val
Q9NZL9,train/val
Q6JBY9,train/val
Q14671,train/val
P82930,train/val
Q96AA3,train/val
Q6YN16,train/val
Q9H089,train/val
Q96KR1,train/val
Q6NXT4,train/val
Q9UM22,train/val
Q04941,train/val
Q12968,train/val
Q14676,train/val
Q9H583,train/val
Q99684,train/val
Q16342,train/val
Q8N488,train/val
Q16629,train/val
Q9UQ35,train/val
P09661,train/val
O76094,train/val
P46013,train/val
Q15542,train/val
P37351,train/val
Q93097,train/val
P56705,train/val
P41221,train/val
Q9H1J7,train/val
Q80W65,train/val
Q9Y6I4,train/val
Q17RY6,train/val
Q6ZMG9,train/val
Q8TF40,train/val
P00430,train/val
P05030,train/val
Q96G74,train/val
Q8NI36,train/val
Q96KA5,train/val
Q93UJ2,train/val
O94842,train/val
Q9XT82,train/val
Q8IYS0,train/val
Q62673,train/val
P53350,train/val
P00889,train/val
Q29RK1,train/val
Q9CZU6,train/val
O75390,train/val
Q9BVI0,train/val
Q7KYR7,train/val
Q9Y6F9,train/val
O00755,train/val
P56706,train/val
Q9H1J5,train/val
Q93098,train/val
O14904,train/val
O14905,train/val
Q9GZT5,train/val
O00744,train/val
O96014,train/val
Q9UBV4,train/val
Q96JT2,train/val
Q922X9,train/val
Q6PLK3,train/val
P27338,train/val
P56560,train/val
P27544,train/val
Q9ZMY2,train/val
Q8N143,train/val
Q9Y3C6,train/val
Q93V99,train/val
Q01464,train/val
Q9BYZ2,train/val
Q90632,train/val
Q5DX21,train/val
Q70EK9,train/val
Q9H4Q4,train/val
Q9WTK1,train/val
Q99KY4,train/val
O95817,train/val
O15525,train/val
O14829,train/val
O95070,train/val
P06802,train/val
Q924C3,train/val
Q8NFR3,train/val
P49675,train/val
Q96DN5,train/val
P27545,train/val
Q9Y5U9,train/val
P01143,train/val
P10914,train/val
Q9Y2Y4,train/val
Q8IYM2,train/val
Q8BHB0,train/val
A0A5F8AH41,train/val
P11086,train/val
I6Y9J2,train/val
Q8VBX4,train/val
P44432,train/val
P09497,train/val
O95757,train/val
O95777,train/val
P07524,train/val
P55265,train/val
Q95460,train/val
O94830,train/val
Q9NRM2,train/val
P60468,train/val
Q8WW12,train/val
P61966,train/val
Q9UK41,train/val
Q9UQE7,train/val
Q9UNP9,train/val
Q53G59,train/val
P48307,train/val
Q3U8K7,train/val
A8MW92,train/val
Q8IWV7,train/val
P30049,train/val
P05630,train/val
Q13907,train/val
Q8TEY7,train/val
Q5XIF5,train/val
Q96G23,train/val
Q924Z4,train/val
P06850,train/val
Q9D6K9,train/val
O54791,train/val
P46109,train/val
P47941,train/val
P52888,train/val
Q9Y6A5,train/val
Q9NZH8,train/val
P13110,train/val
Q03701,train/val
Q9BXP5,train/val
Q15005,train/val
Q9NXF1,train/val
Q9NV70,train/val
Q12767,train/val
Q9Y2T2,train/val
Q8NEH6,train/val
C3TQQ7,train/val
P0AD68,train/val
P01556,train/val
P03460,train/val
P18272,train/val
Q15052,train/val
O15042,train/val
O43237,train/val
Q8IYT4,train/val
P50851,train/val
Q8N0U8,train/val
O14545,train/val
Q7Z2T5,train/val
Q9BUL8,train/val
P48739,train/val
Q16186,train/val
P49593,train/val
Q96KP4,train/val
Q9NUI1,train/val
Q99848,train/val
P24390,train/val
P60660,train/val
Q9Y5L4,train/val
O75626,train/val
Q04656,train/val
Q64430,train/val
Q7Z569,train/val
Q8NFT8,train/val
Q9H4L4,train/val
P23760,train/val
Q5T160,train/val
Q15021,train/val
Q6IBS0,train/val
Q6DD87,train/val
Q9Y397,train/val
Q9BVQ7,train/val
Q9H4L5,train/val
Q01850,train/val
P00966,train/val
P23381,train/val
Q15363,train/val
Q96IX5,train/val
Q9UBQ5,train/val
Q56VL3,train/val
Q13765,train/val
Q96QR8,train/val
Q15019,train/val
Q9BRJ6,train/val
Q8N2G8,train/val
P9WJL3,train/val
Q9HA82,train/val
Q14318,train/val
P21308,train/val
Q16635,train/val
P0A873,train/val
Q91WD7,train/val
O88763,train/val
Q8NEB9,train/val
Q9ERK9,train/val
Q63371,train/val
P20936,train/val
Q15648,train/val
P19105,train/val
O14950,train/val
Q96RE7,train/val
Q9BTE3,train/val
Q9Y383,train/val
Q9H9A6,train/val
Q8ND56,train/val
Q9ULC4,train/val
Q86V48,train/val
Q9DBT5,train/val
Q01433,train/val
Q70CQ1,train/val
Q8IZP0,train/val
P35173,train/val
Q5EBL8,train/val
Q8N5B7,train/val
Q8WU20,train/val
Q9UK73,train/val
Q02375,train/val
O43181,train/val
Q96RQ9,train/val
A0R211,train/val
P00962,train/val
Q12788,train/val
Q5U3C3,train/val
Q9P0I2,train/val
P60059,train/val
Q14244,train/val
Q8N5U6,train/val
Q9BVG9,train/val
Q6ZNB6,train/val
P62072,train/val
Q15386,train/val
Q96A26,train/val
Q8IWC1,train/val
P27816,train/val
P43243,train/val
O43324,train/val
Q5NCY0,train/val
O15054,train/val
Q9BX68,train/val
Q96ST2,train/val
P62304,train/val
P9WP53,train/val
Q8NFA2,train/val
Q9UPT9,train/val
O60993,train/val
Q9UPU5,train/val
P70698,train/val
P17812,train/val
Q53GS9,train/val
P23368,train/val
Q5T124,train/val
P0C0V0,train/val
Q79FV4,train/val
P78317,train/val
O70572,train/val
P09599,train/val
P11889,train/val
Q9HBX8,train/val
O14737,train/val
Q96I15,train/val
Q54801,train/val
Q9C005,train/val
Q13501,train/val
Q64337,train/val
D6BK80,train/val
D6BJF3,train/val
P12956,train/val
P13010,train/val
Q8WXE1,train/val
Q7BGE6,train/val
Q9HCE5,train/val
P30274,train/val
P20248,train/val
O08908,train/val
Q8BZL1,train/val
Q04573,train/val
P21555,train/val
P25929,train/val
Q86Z14,train/val
P10189,train/val
P28277,train/val
Q14209,train/val
O00716,train/val
Q57532,train/val
O41094,train/val
P00163,train/val
B1LRJ1,train/val
O39930,train/val
P0DTE5,train/val
P20853,train/val
Q16696,train/val
P11509,train/val
P24903,train/val
Q6VVX0,train/val
Q96SQ9,train/val
Q7Z449,train/val
Q5TCH4,train/val
Q02928,train/val
P13584,train/val
Q6NT55,train/val
P35504,train/val
P22310,train/val
P35503,train/val
Q6UWM9,train/val
Q16254,train/val
Q15329,train/val
O75461,train/val
Q96AV8,train/val
A0AVK6,train/val
P87204,train/val
Q6BF16,train/val
Q0ZMF1,train/val
A3EZJ3,train/val
A3EZI9,train/val
P58335,train/val
Q82134,train/val
P10274,train/val
Q6ZWL3,train/val
O75881,train/val
Q4G0S4,train/val
Q6UW02,train/val
Q6V0L0,train/val
Q9NYL5,train/val
Q6GPI1,train/val
P17538,train/val
Q6GUG4,train/val
G1TEB8,train/val
G1SIZ9,train/val
Q3UR32,train/val
P56373,train/val
P49654,train/val
G1SH28,train/val
G1T7X4,train/val
G1SVZ2,train/val
F1QCV2,train/val
O97438,train/val
P04634,train/val
P06788,train/val
P59594,train/val
D4A7K7,train/val
Q3U6B2,train/val
H0V4R7,train/val
H0UUG1,train/val
Q14542,train/val
H0V3Z5,train/val
O43424,train/val
P54803,train/val
A8MYU2,train/val
Q92504,train/val
P36021,train/val
Q8K1P8,train/val
O15431,train/val
Q96HI0,train/val
Q96P11,train/val
Q99536,train/val
Q9HAN9,train/val
P14678,train/val
Q9HBL8,train/val
Q9JJK2,train/val
Q9QYV0,train/val
Q9Y4W6,train/val
Q9GSR5,train/val
Q969G3,train/val
O00422,train/val
Q1EHB3,train/val
P83859,train/val
Q5SXM2,train/val
P78358,train/val
O60449,train/val
A0A8C0MBJ0,train/val
P01138,train/val
A0A337SBN0,train/val
P33897,train/val
C7G0W1,train/val
Q9TT90,train/val
Q4ZHP8,train/val
P18871,train/val
P08913,train/val
Q01338,train/val
P22909,train/val
Q28838,train/val
Q13505,train/val
Q9H845,train/val
Q9UH99,train/val
Q92643,train/val
Q92609,train/val
Q9UMX0,train/val
Q9Y4P3,train/val
Q6IN84,train/val
Q9UNQ2,train/val
P56589,train/val
Q96EY1,train/val
Q969X5,train/val
Q9NY12,train/val
P23246,train/val
Q02413,train/val
Q9NPD3,train/val
P05109,train/val
Q8TEM1,train/val
P35251,train/val
Q8TF01,train/val
Q5UIP0,train/val
Q2XPT7,train/val
P35968,train/val
Q6QNF3,train/val
P09619,train/val
O97799,train/val
Q9N2C8,train/val
P23219,train/val
Q8HZR1,train/val
O62664,train/val
P05979,train/val
Q9UJS0,train/val
Q9C0E8,train/val
Q9P0S9,train/val
Q96S52,train/val
Q9BXJ9,train/val
Q9P0R6,train/val
Q6Y1H2,train/val
P30731,train/val
Q9Y2M5,train/val
Q5ZQK3,train/val
Q9P258,train/val
Q9GZS1,train/val
P40938,train/val
P35249,train/val
Q9H307,train/val
P49756,train/val
Q9NW64,train/val
Q92878,train/val
Q9NS91,train/val
A0A8C0RR11,train/val
P15383,train/val
A0A5J6DW59,train/val
O15432,train/val
Q68SA9,train/val
Q9UPN3,train/val
Q9UG63,train/val
Q9UNL2,train/val
Q68DL7,train/val
Q9NVU7,train/val
P28799,train/val
P12872,train/val
A0A286XMQ0,train/val
G1TEI7,train/val
Q9UNE7,train/val
Q9NZI8,train/val
Q80VY9,train/val
P53007,train/val
O75912,train/val
Q03112,train/val
Q9UHX1,train/val
Q6P2Q9,train/val
O94906,train/val
Q5JVF3,train/val
Q8WUM4,train/val
Q8N7H5,train/val
Q8WXI9,train/val
Q02978,train/val
Q969V3,train/val
P78382,train/val
Q9BTX1,train/val
Q9BUN8,train/val
Q14146,train/val
Q9H939,train/val
Q9UBF2,train/val
Q5SW79,train/val
P34931,train/val
Q86VF5,train/val
Q9UGI8,train/val
P01355,train/val
Q3UFB7,train/val
P35739,train/val
P60510,train/val
Q8N806,train/val
P17480,train/val
Q969T9,train/val
Q15631,train/val
P14373,train/val
O15260,train/val
Q9Y266,train/val
Q9U419,train/val
Q8ILW6,train/val
O43913,train/val
Q8N1F7,train/val
Q92621,train/val
Q6P4R8,train/val
P84090,train/val
Q06265,train/val
Q92556,train/val
Q06587,train/val
Q8R216,train/val
Q9BUR4,train/val
P47750,train/val
P21463,train/val
P49767,train/val
Q9UJX2,train/val
Q9NVI7,train/val
Q5T9A4,train/val
Q8WVV4,train/val
Q96K37,train/val
P01861,train/val
Q6P988,train/val
Q9NTJ3,train/val
P09012,train/val
Q9UNS2,train/val
Q13042,train/val
P78330,train/val
Q9BXJ8,train/val
Q6S8J3,train/val
Q8WU58,train/val
O75431,train/val
P10412,train/val
Q9NXG2,train/val
P33552,train/val
Q9P013,train/val
Q53R41,train/val
P30153,train/val
Q76MZ3,train/val
Q64261,train/val
Q00534,train/val
Q13029,train/val
Q9Y4K1,train/val
O75473,train/val
P16930,train/val
Q6IN85,train/val
O15258,train/val
P14317,train/val
Q9NUQ2,train/val
Q92572,train/val
Q8WWN8,train/val
Q9QZ23,train/val
P69891,train/val
P69892,train/val
P10092,train/val
Q96T76,train/val
P20823,train/val
P53680,train/val
P62744,train/val
O43760,train/val
Q1KMD3,train/val
Q9Y289,train/val
Q86UP2,train/val
Q4PJW3,train/val
P34756,train/val
Q5F914,train/val
A0A8P0P634,train/val
Q2G1M9,train/val
P12255,train/val
Q9Y241,train/val
Q9P2E9,train/val
Q96N46,train/val
P60852,train/val
Q9ULZ3,train/val
Q6NZY4,train/val
Q9UJU6,train/val
Q9P035,train/val
A0A0K0EQJ4,train/val
P31150,train/val
P28288,train/val
Q08722,train/val
P27449,train/val
P13693,train/val
P12532,train/val
P11279,train/val
P10321,train/val
P09622,train/val
P09623,train/val
O08749,train/val
P02008,train/val
Q9BZF1,train/val
Q9NRP0,train/val
P10637,train/val
P09391,train/val
P02489,train/val
P43320,train/val
P07315,train/val
P07320,train/val
E2GKZ4,train/val
B2G369,train/val
Q2HRB6,train/val
A0A140N5X0,train/val
P0A749,train/val
P0A955,train/val
Q13064,train/val
Q5C9Z4,train/val
Q9Y490,train/val
Q14094,train/val
Q7Z2W9,train/val
Q86TM6,train/val
Q9BRQ8,train/val
Q5T8P6,train/val
Q92599,train/val
Q92522,train/val
Q16851,train/val
Q9Y520,train/val
P61006,train/val
Q9NX40,train/val
Q14978,train/val
P49321,train/val
O60942,train/val
Q8TEX9,train/val
B7UPE2,train/val
P0A8V2,train/val
Q8WZA0,train/val
C6ARS9,train/val
P0A6F5,train/val
Q548M1,train/val
P00524,train/val
P00523,train/val
P12931,train/val
Q9WUD9,train/val
P05480,train/val
P42949,train/val
A4X3Q0,train/val
P49368,train/val
Q9Y5Q8,train/val
Q13283,train/val
Q9NVS2,train/val
Q96MW5,train/val
Q15573,train/val
P01909,train/val
Q86TW2,train/val
Q3MIX3,train/val
P04899,train/val
P04897,train/val
Q7Z406,train/val
Q6URW6,train/val
P42285,train/val
O95347,train/val
Q9Y4X0,train/val
Q9GZV9,train/val
Q14997,train/val
Q9H0U3,train/val
Q92786,train/val
Q9P2W9,train/val
Q12860,train/val
Q9UBD5,train/val
Q00059,train/val
Q12933,train/val
Q15050,train/val
Q6P2P2,train/val
P61079,train/val
P61077,train/val
P62837,train/val
Q05516,train/val
P46152,train/val
Q08369,train/val
P43694,train/val
Q8N884,train/val
P00916,train/val
P00915,train/val
Q9UI32,train/val
Q571F8,train/val
O00743,train/val
Q9Y6D5,train/val
Q9H9E3,train/val
Q9UHD8,train/val
P49748,train/val
P61019,train/val
P09416,train/val
P22674,train/val
Q61288,train/val
Q9ULY5,train/val
P63104,train/val
Q9CYK2,train/val
A6JJ35,train/val
Q26964,train/val
Q15743,train/val
Q8BFQ3,train/val
P80303,train/val
Q2M2I3,train/val
Q9UKR5,train/val
Q9NW13,train/val
Q9NVI1,train/val
Q8NBJ5,train/val
Q15629,train/val
P16296,train/val
Q61041,train/val
Q63447,train/val
Q9NRL2,train/val
Q704V1,train/val
Q9Y6K0,train/val
Q14839,train/val
Q6PJP8,train/val
Q99R76,train/val
Q2FDU6,train/val
O07855,train/val
Q8NUQ6,train/val
Q5BJF2,train/val
P14091,train/val
Q63634,train/val
O70342,train/val
P15086,train/val
P98105,train/val
P53355,train/val
P81425,train/val
P22411,train/val
Q15147,train/val
Q9Z0U4,train/val
Q9UBS5,train/val
P00390,train/val
P21236,train/val
P34949,train/val
P08686,train/val
P17405,train/val
Q6P4F1,train/val
P14410,train/val
O14746,train/val
Q9NPB9,train/val
P22694,train/val
P27791,train/val
P00517,train/val
P05131,train/val
P68181,train/val
P17612,train/val
P05132,train/val
P25321,train/val
Q76KC6,train/val
Q9NR82,train/val
F1LY25,train/val
P15150,train/val
Q9Y6K8,train/val
Q8NBP7,train/val
P51647,train/val
P54707,train/val
P55156,train/val
P55859,train/val
Q9ULZ9,train/val
P27708,train/val
B2RQC6,train/val
Q16822,train/val
P02710,train/val
Q6P6I6,train/val
O60762,train/val
Q9ULA0,train/val
P49005,train/val
P49004,train/val
O18956,train/val
Q8IV08,train/val
Q63108,train/val
P24470,train/val
Q96RP8,train/val
D4A810,train/val
O15264,train/val
Q9Z1B7,train/val
P06734,train/val
P50127,train/val
P07314,train/val
Q90YJ9,train/val
Q9I8C9,train/val
P41682,train/val
Q64437,train/val
P05423,train/val
P09853,train/val
P19971,train/val
P09038,train/val
Q64605,train/val
Q13332,train/val
Q9R1K8,train/val
O95267,train/val
Q8ZLS1,train/val
Q9UBS0,train/val
P03915,train/val
P02753,train/val
